date,channel_id,category_id,supplier_id,status,revenue,cost,commission,count
7/31/2020,14,21,8,1,576865,579013,11540,6
7/31/2020,4,4,33,1,219665,219662,4393,2
7/31/2020,4,4,33,0,259065,259077,5180,1
7/31/2020,4,4,3,1,463210,461947,0,4
7/31/2020,4,1,3,1,1618830,1612250,0,206
7/31/2020,4,10,9,1,706215,681719,0,8
7/31/2020,17,8,6,1,944235,944695,0,5
7/31/2020,17,1,3,1,1868495,1869103,0,9
7/31/2020,17,8,7,1,3705,3858,0,2
7/31/2020,17,8,3,0,1308345,1308408,0,1
7/31/2020,17,4,3,0,1666780,1663532,0,21
7/31/2020,17,8,3,1,512400,491767,0,11
7/31/2020,17,4,3,1,914645,901247,0,67
7/31/2020,17,4,33,1,1114060,1113590,0,5
7/31/2020,28,4,3,1,153340,158232,1533,33
7/31/2020,28,4,6,1,561140,561060,11223,6
7/31/2020,5,4,3,1,852390,837407,25570,19508
7/31/2020,5,4,3,0,520330,520845,0,1669
7/31/2020,5,4,33,1,84545,67310,0,221
7/31/2020,5,1,3,0,767185,767186,0,67
7/31/2020,5,1,3,1,1839080,1828010,55172,12361
7/31/2020,3,6,29,1,1066320,1066032,31990,20
7/31/2020,3,6,3,0,879945,879917,0,4
7/31/2020,3,4,3,1,370885,372001,11130,356
7/31/2020,3,6,18,1,1508305,1508111,45249,17
7/31/2020,3,3,2,1,1805145,1805185,0,1
7/31/2020,3,6,3,1,1180700,1180499,0,7
7/31/2020,3,6,18,0,1134175,1134135,0,2
7/31/2020,3,4,3,0,1075245,1075095,0,21
7/31/2020,3,19,19,1,1923380,1914830,38470,8
7/31/2020,33,11,10,1,1033445,1027815,0,3
8/1/2020,1,4,30,1,284265,-72564,2840,1186
8/1/2020,1,7,26,1,299655,278805,5993,29
8/1/2020,1,19,19,1,817455,667415,0,53
8/1/2020,1,4,3,0,1070295,1082428,32109,145
8/1/2020,1,5,4,1,177860,186260,0,51
8/1/2020,1,4,3,1,416135,-885495,0,4955
8/1/2020,1,4,33,0,361655,360909,0,6
8/1/2020,1,17,18,0,1621920,1621920,0,5
8/1/2020,1,8,6,1,1734190,1664870,52030,113
8/1/2020,1,8,33,1,1314020,1312080,0,4
8/1/2020,1,9,17,1,1633200,1631680,32664,4
8/1/2020,1,8,7,1,1277170,1175814,38315,99
8/1/2020,1,21,8,1,760590,777750,15212,16
8/1/2020,1,1,7,1,1185670,1185590,11860,2
8/1/2020,1,14,13,1,1648415,1646705,32968,33
8/1/2020,1,4,7,0,415455,413815,0,8
8/1/2020,1,1,9,1,1535955,1535804,15360,2
8/1/2020,1,1,9,0,394585,394575,11838,5
8/1/2020,1,1,3,0,1646120,1646212,49380,7
8/1/2020,1,15,22,1,1180175,1181415,0,3
8/1/2020,1,18,4,1,1464450,1464450,43934,6
8/1/2020,1,4,6,1,387210,289820,3872,288
8/1/2020,1,5,12,0,410600,102610,0,258
8/1/2020,1,6,3,1,581620,559780,0,44
8/1/2020,1,1,7,0,1774880,1774839,0,1
8/1/2020,1,6,29,0,101780,101670,0,4
8/1/2020,1,5,12,1,1885810,1772156,0,416
8/1/2020,1,19,19,0,805185,803346,0,1
8/1/2020,1,8,3,1,1799985,1631467,0,770
8/1/2020,1,8,1,0,1903380,1910440,38070,5
8/1/2020,1,6,29,1,734165,730385,0,37
8/1/2020,1,11,10,1,439010,436670,13170,2
8/1/2020,1,4,30,0,476745,477220,0,6
8/1/2020,1,5,14,1,1399075,1394581,0,26
8/1/2020,1,15,20,1,1721445,1722415,0,1
8/1/2020,1,10,9,0,1944180,1944613,0,1
8/1/2020,1,16,16,1,598970,593090,0,18
8/1/2020,1,10,9,1,378590,359155,0,50
8/1/2020,1,21,8,0,691045,688855,0,2
8/1/2020,1,9,20,1,1132095,1188243,0,50
8/1/2020,1,1,3,1,140965,44155,0,1752
8/1/2020,1,12,11,1,1487305,1475305,14870,22
8/1/2020,1,8,7,0,282860,270526,0,53
8/1/2020,1,5,14,0,148895,148805,4470,6
8/1/2020,1,4,6,0,902435,900915,0,10
8/1/2020,1,9,8,1,118500,92400,1190,10
8/1/2020,1,6,7,0,1681355,1680253,16810,3
8/1/2020,1,17,18,1,357395,357395,0,555
8/1/2020,1,20,20,1,1127505,1123815,22550,2
8/1/2020,1,8,3,0,1642120,1703580,0,134
8/1/2020,1,15,15,1,992895,1005135,9929,21
8/1/2020,1,6,3,0,1640165,1639989,0,2
8/1/2020,1,8,6,0,537585,531955,5376,9
8/1/2020,1,22,21,1,1643725,1643565,0,2
8/1/2020,20,4,3,0,747245,747005,0,7
8/1/2020,20,4,3,1,1619025,1624835,0,117
8/1/2020,34,6,3,1,1864415,1860795,55932,6
8/1/2020,34,6,29,1,1232475,1232025,0,3
8/1/2020,13,8,7,1,389815,380617,11690,5
8/1/2020,13,8,3,0,1993615,3333252,0,684
8/1/2020,13,4,3,1,1870645,11289,0,56074
8/1/2020,13,8,6,1,1122825,1117385,11230,5
8/1/2020,13,8,7,0,1226130,1225260,0,9
8/1/2020,13,8,6,0,876315,876425,0,1
8/1/2020,13,8,3,1,1874595,-2793185,37492,2698
8/1/2020,13,4,3,0,737215,-219993,22116,5169
8/1/2020,13,8,1,0,254720,253849,7640,4
8/1/2020,13,8,2,0,70105,69827,0,1
8/1/2020,7,9,21,1,1633410,1626120,16334,6
8/1/2020,7,9,17,1,1349855,1350055,13500,18
8/1/2020,7,9,8,1,1878140,1517090,0,174
8/1/2020,7,9,8,0,1748920,1747845,0,1
8/1/2020,11,6,18,0,383955,383016,0,51
8/1/2020,11,6,18,1,1912300,1872034,0,4645
8/1/2020,2,5,4,1,1935800,1933250,58070,3
8/1/2020,2,8,3,1,1021435,1021335,10210,1
8/1/2020,2,6,3,1,84380,82940,844,2
8/1/2020,2,4,3,1,671560,671570,6716,1
8/1/2020,2,6,18,0,1762035,1762125,0,5
8/1/2020,2,6,18,1,1639575,1641855,0,58
8/1/2020,10,6,18,1,44340,44147,0,1
8/1/2020,10,6,29,1,1072665,1072389,0,1
8/1/2020,10,6,3,1,38935,34773,0,7
8/1/2020,8,4,3,0,506205,505745,0,12
8/1/2020,8,4,3,1,690020,691496,6900,87
8/1/2020,38,6,18,0,1611800,1611800,16118,1
8/1/2020,38,6,18,1,932080,932196,0,8
8/1/2020,9,8,3,1,1894415,1874235,0,319
8/1/2020,9,3,2,1,17925,19110,538,8
8/1/2020,9,9,8,0,1442870,1441450,0,1
8/1/2020,9,4,3,1,48780,59647,976,864
8/1/2020,9,8,6,1,1742405,1740982,34848,48
8/1/2020,9,4,3,0,937190,930190,0,47
8/1/2020,9,19,19,1,1831210,1751184,0,26
8/1/2020,9,2,1,0,1575885,1575625,0,1
8/1/2020,9,4,33,0,809380,809350,8090,1
8/1/2020,9,6,18,1,930555,917175,0,340
8/1/2020,9,7,26,1,1852530,1858148,55580,16
8/1/2020,9,21,8,1,1559450,1546167,46780,14
8/1/2020,9,21,8,0,919805,919475,0,2
8/1/2020,9,9,8,1,1701420,1703140,0,3
8/1/2020,9,8,33,0,626560,626640,0,1
8/1/2020,9,4,6,0,857875,857755,8579,4
8/1/2020,9,8,3,0,816175,818573,0,7
8/1/2020,9,8,6,0,454355,454367,0,1
8/1/2020,9,6,18,0,1733215,1733243,0,6
8/1/2020,6,11,10,1,483105,450245,0,22
8/1/2020,6,7,26,0,1690305,1688068,33806,3
8/1/2020,6,7,26,1,1343075,1350505,0,59
8/1/2020,6,15,15,1,1405250,1389350,42158,15
8/1/2020,23,6,29,1,1856895,1842635,0,8
8/1/2020,23,6,29,0,678690,679240,0,3
8/1/2020,23,6,3,1,3905,3985,0,5
8/1/2020,29,5,12,1,714000,713090,7140,2
8/1/2020,29,4,3,1,121095,120925,1210,2
8/1/2020,29,6,18,1,906295,906009,9063,4
8/1/2020,25,9,8,0,714835,708535,14300,2
8/1/2020,25,6,18,0,1794965,1794975,53849,2
8/1/2020,25,9,8,1,640615,642315,19220,1
8/1/2020,25,7,26,1,1368195,1329815,0,23
8/1/2020,25,6,18,1,1073100,1074480,32193,50
8/1/2020,14,6,3,1,1917615,1899305,38350,59
8/1/2020,14,8,7,0,256525,257931,0,5
8/1/2020,14,21,8,1,1693990,1694400,16940,16
8/1/2020,14,6,3,0,1389270,1389300,0,5
8/1/2020,14,4,33,1,1375195,1419835,13750,119
8/1/2020,14,21,8,0,1107910,1103100,33237,3
8/1/2020,14,6,29,1,1058030,1052480,21160,109
8/1/2020,14,6,18,0,905390,905383,0,2
8/1/2020,14,9,8,1,1055365,1070165,0,16
8/1/2020,14,4,3,0,280485,270247,0,221
8/1/2020,14,8,3,0,149980,141600,0,9
8/1/2020,14,6,18,1,1053675,1053328,31610,17
8/1/2020,14,8,3,1,208660,119520,0,142
8/1/2020,14,4,6,1,1596210,1595560,0,12
8/1/2020,14,4,3,1,1779600,1687340,35590,1866
8/1/2020,14,4,6,0,353540,353530,3535,1
8/1/2020,4,4,3,0,1806515,1806522,0,5
8/1/2020,4,4,3,1,340210,340325,10206,11
8/1/2020,4,7,26,1,478200,478060,4782,2
8/1/2020,4,1,3,1,200155,200143,6000,1
8/1/2020,4,1,3,0,1830365,1830455,0,16
8/1/2020,17,19,19,1,176740,174820,3530,2
8/1/2020,17,8,6,1,549510,549385,0,1
8/1/2020,17,1,3,1,293645,293953,0,9
8/1/2020,17,8,3,1,505475,502845,0,22
8/1/2020,17,8,1,0,1782835,1783875,0,1
8/1/2020,17,4,3,0,365270,365020,0,5
8/1/2020,17,4,33,1,650265,641614,19508,5
8/1/2020,17,4,3,1,671240,685422,0,73
8/1/2020,17,10,9,1,838900,835600,0,1
8/1/2020,17,8,7,1,463810,461897,9276,2
8/1/2020,28,4,33,1,1339365,1334715,0,10
8/1/2020,28,4,3,0,39995,38439,0,9
8/1/2020,28,4,3,1,781630,782220,23450,67
8/1/2020,5,4,3,1,753280,157887,0,37168
8/1/2020,5,4,33,1,1789040,1768204,17890,464
8/1/2020,5,1,3,1,477350,464370,0,5849
8/1/2020,5,1,3,0,368465,368475,0,12
8/1/2020,5,4,3,0,948740,961623,0,898
8/1/2020,3,6,3,1,1528625,1528605,0,14
8/1/2020,3,6,3,0,1565440,1565436,0,2
8/1/2020,3,6,29,1,1352520,1352321,0,19
8/1/2020,3,3,2,1,1300060,1299320,0,2
8/1/2020,3,4,3,0,1321620,1321500,0,17
8/1/2020,3,6,18,0,1527995,1527986,0,1
8/1/2020,3,19,19,1,414725,395917,12440,21
8/1/2020,3,19,19,0,458425,458725,4584,2
8/1/2020,3,4,3,1,1174880,1174920,0,445
8/1/2020,3,6,18,1,1380880,1380227,0,51
8/1/2020,33,5,4,1,1738790,1703380,0,24
8/1/2020,33,5,12,1,505270,503995,5050,1
8/2/2020,1,7,26,1,1660760,1680640,49823,30
8/2/2020,1,8,7,0,785760,792102,7860,27
8/2/2020,1,8,6,1,200155,269409,0,153
8/2/2020,1,8,33,0,1855395,1855565,18550,1
8/2/2020,1,5,4,1,1494600,1433030,44840,40
8/2/2020,1,4,30,1,1170255,478305,0,1293
8/2/2020,1,1,3,0,492360,492159,0,6
8/2/2020,1,8,6,0,1893580,1895276,56810,6
8/2/2020,1,9,8,1,668150,676338,0,22
8/2/2020,1,4,3,1,787605,1188485,7880,3986
8/2/2020,1,3,26,1,1236605,1241299,0,8
8/2/2020,1,9,20,1,1490805,1438139,0,29
8/2/2020,1,7,26,0,831620,828635,8316,5
8/2/2020,1,6,7,1,1138430,1138462,22769,1
8/2/2020,1,6,3,1,350935,333645,0,33
8/2/2020,1,1,9,0,358310,358467,0,3
8/2/2020,1,9,17,1,1876800,1879760,0,4
8/2/2020,1,16,16,1,1668295,1668750,0,8
8/2/2020,1,6,3,0,1584415,1584395,0,2
8/2/2020,1,4,3,0,1316215,1310217,26324,145
8/2/2020,1,6,29,1,1221010,1219220,0,78
8/2/2020,1,8,3,1,672830,720480,13460,1145
8/2/2020,1,2,1,0,1290940,1290260,0,1
8/2/2020,1,14,13,0,42705,39485,0,2
8/2/2020,1,7,24,1,995530,993125,0,1
8/2/2020,1,1,3,1,203140,204840,6090,1682
8/2/2020,1,4,6,0,1100465,1099843,0,2
8/2/2020,1,8,3,0,413120,769379,0,78
8/2/2020,1,5,14,1,1041035,1047555,0,17
8/2/2020,1,4,30,0,1371990,1371630,0,29
8/2/2020,1,17,18,0,130930,130930,1309,3
8/2/2020,1,8,7,1,1821330,1841200,0,112
8/2/2020,1,19,19,1,745260,761600,0,43
8/2/2020,1,4,7,0,905505,903655,0,13
8/2/2020,1,4,6,1,841155,738744,0,254
8/2/2020,1,15,20,1,1273650,1264010,0,5
8/2/2020,1,10,9,1,773775,840847,0,62
8/2/2020,1,12,11,1,1048905,990705,0,12
8/2/2020,1,5,12,0,1837770,1804730,55130,279
8/2/2020,1,14,13,1,1525540,1519870,0,35
8/2/2020,1,15,15,1,1696420,1680300,0,13
8/2/2020,1,8,1,0,1393345,1395051,0,6
8/2/2020,1,1,9,1,601895,601525,18060,12
8/2/2020,1,21,8,1,675490,667902,20265,6
8/2/2020,1,8,33,1,270925,262545,2709,6
8/2/2020,1,17,18,1,1482890,1482890,0,498
8/2/2020,1,5,14,0,372780,372708,0,2
8/2/2020,1,4,33,0,316830,316754,0,1
8/2/2020,1,18,4,1,1314660,1314660,13150,24
8/2/2020,1,20,20,1,1949760,1946240,0,1
8/2/2020,20,4,3,0,1305740,1305522,0,3
8/2/2020,20,4,3,1,915620,904392,0,58
8/2/2020,34,6,18,1,224445,224315,0,2
8/2/2020,34,6,29,1,604705,604175,12090,9
8/2/2020,34,6,3,0,1483755,1484171,0,5
8/2/2020,13,8,3,1,932175,-1130365,9322,3432
8/2/2020,13,8,1,1,1137220,1136240,11370,1
8/2/2020,13,4,3,1,724730,-5902280,0,96250
8/2/2020,13,8,3,0,565985,-482975,11320,635
8/2/2020,13,8,7,1,1873530,1873660,18740,9
8/2/2020,13,8,2,0,965260,964980,0,1
8/2/2020,13,8,6,1,119850,118190,0,5
8/2/2020,13,8,1,0,1937705,1935985,38750,6
8/2/2020,13,4,3,0,1960060,1944620,0,4008
8/2/2020,13,8,7,0,691510,691315,6920,34
8/2/2020,7,9,8,1,105815,185190,0,127
8/2/2020,7,9,17,1,1902570,1900290,0,6
8/2/2020,7,9,8,0,948485,945880,18970,1
8/2/2020,7,9,21,1,665870,664700,19976,4
8/2/2020,11,6,18,0,1701645,1701715,17016,46
8/2/2020,11,6,18,1,985540,919100,19711,1912
8/2/2020,2,4,3,1,809230,808282,8092,8
8/2/2020,2,5,4,1,1147060,1147084,34412,4
8/2/2020,2,8,3,1,788760,790068,7890,4
8/2/2020,2,6,3,1,31060,30990,620,1
8/2/2020,2,4,33,1,1126105,1126620,11261,2
8/2/2020,2,6,18,1,85340,76227,0,67
8/2/2020,10,6,18,1,1813665,1813198,36273,1
8/2/2020,10,6,3,1,562690,562180,16880,1
8/2/2020,10,6,29,1,649930,649800,0,2
8/2/2020,8,4,3,1,1977795,1969825,0,92
8/2/2020,8,4,3,0,541505,541635,0,3
8/2/2020,38,6,18,1,167780,167679,3356,9
8/2/2020,9,7,26,1,1199685,1197656,12000,40
8/2/2020,9,21,8,1,119425,123055,2389,14
8/2/2020,9,6,18,1,430790,423840,8616,278
8/2/2020,9,8,3,0,1732960,1734034,0,4
8/2/2020,9,8,3,1,1853435,1846005,0,146
8/2/2020,9,8,6,0,1742820,1742720,0,3
8/2/2020,9,8,6,1,948910,947340,18980,40
8/2/2020,9,19,19,1,863010,931410,17260,52
8/2/2020,9,2,1,0,1941430,1941870,0,2
8/2/2020,9,7,26,0,566095,567075,0,2
8/2/2020,9,3,2,1,703050,704430,0,2
8/2/2020,9,4,3,0,1866590,1856090,18670,142
8/2/2020,9,4,6,0,1464565,1464309,0,2
8/2/2020,9,9,8,1,546165,532305,10923,5
8/2/2020,9,6,18,0,1023735,1023595,0,3
8/2/2020,9,4,3,1,1787465,1544945,53620,1680
8/2/2020,6,7,26,1,585535,538908,5860,43
8/2/2020,6,7,26,0,1001695,1001385,10020,3
8/2/2020,6,15,15,1,338930,334970,10170,11
8/2/2020,6,11,10,0,731835,762045,14637,19
8/2/2020,6,11,10,1,1840030,1861885,55201,15
8/2/2020,23,6,3,1,1948895,1949130,19490,5
8/2/2020,23,6,29,1,1074115,1058820,0,14
8/2/2020,29,4,3,1,206940,206960,0,1
8/2/2020,29,6,18,1,1806935,1806911,54208,1
8/2/2020,25,7,26,1,59525,40895,1786,15
8/2/2020,25,6,18,0,969995,969976,0,2
8/2/2020,25,6,3,0,1863000,1862650,37260,11
8/2/2020,25,6,3,1,872895,872906,8729,3
8/2/2020,25,6,18,1,165415,162792,0,103
8/2/2020,25,9,8,1,1997340,1998195,0,1
8/2/2020,25,6,7,1,1938810,1938719,0,2
8/2/2020,14,6,18,1,723920,723980,0,20
8/2/2020,14,4,3,0,1901135,1889647,38023,82
8/2/2020,14,9,8,0,740700,732250,0,2
8/2/2020,14,9,8,1,1299655,1265155,38990,18
8/2/2020,14,8,3,1,1207160,1097450,24143,89
8/2/2020,14,8,3,0,1137730,1135900,22755,7
8/2/2020,14,6,29,1,1617855,1617985,32360,54
8/2/2020,14,6,3,0,1610270,1609974,0,3
8/2/2020,14,4,6,1,1881060,1880480,37621,26
8/2/2020,14,4,33,0,1047130,1046057,0,2
8/2/2020,14,6,3,1,947570,941335,0,32
8/2/2020,14,21,8,1,1598415,1589855,0,7
8/2/2020,14,8,7,1,1546655,1549585,0,1
8/2/2020,14,4,33,1,600655,497845,0,72
8/2/2020,14,4,3,1,1076780,1078200,10770,972
8/2/2020,4,1,3,1,65750,65764,0,2
8/2/2020,4,19,19,1,457870,459300,0,3
8/2/2020,17,8,7,0,358525,358505,10760,1
8/2/2020,17,8,3,1,573785,573396,0,22
8/2/2020,17,8,6,1,347110,347110,0,4
8/2/2020,17,4,3,0,1687355,1687357,0,4
8/2/2020,17,7,26,1,1090790,1090300,0,2
8/2/2020,17,1,3,1,239400,238580,4790,14
8/2/2020,17,4,33,1,141155,139895,0,2
8/2/2020,17,10,9,1,719115,721165,14380,1
8/2/2020,17,8,7,1,1552115,1546035,0,4
8/2/2020,17,4,3,1,1131105,1122245,11310,142
8/2/2020,17,8,3,0,84870,84920,0,3
8/2/2020,28,4,3,0,1664880,1664760,33298,10
8/2/2020,28,4,33,0,1296615,1296615,12970,1
8/2/2020,28,4,3,1,1680410,1684653,0,33
8/2/2020,5,4,3,0,896720,885960,17930,451
8/2/2020,5,4,33,1,65815,68538,0,227
8/2/2020,5,4,3,1,1662650,1608050,0,16556
8/2/2020,5,1,3,0,1673530,1673540,0,17
8/2/2020,5,1,3,1,531195,525585,15940,2691
8/2/2020,3,4,3,1,1736940,1735523,34740,536
8/2/2020,3,19,19,1,1108265,1087445,0,12
8/2/2020,3,6,18,1,903620,903540,0,15
8/2/2020,3,4,3,0,1997610,1997760,0,50
8/3/2020,42,21,8,1,1711700,1713548,0,2
8/3/2020,1,1,3,1,1605785,1637625,16060,1635
8/3/2020,1,17,18,0,779260,779260,0,8
8/3/2020,1,14,13,0,1211815,1213415,24240,4
8/3/2020,1,4,3,0,415600,434760,4156,176
8/3/2020,1,3,26,0,570660,571210,0,4
8/3/2020,1,8,6,0,164875,165855,0,6
8/3/2020,1,12,11,1,970040,953590,0,15
8/3/2020,1,4,30,0,1699855,1690985,0,29
8/3/2020,1,5,12,1,1029935,1086761,0,151
8/3/2020,1,8,3,1,1690250,1063634,16900,849
8/3/2020,1,8,33,1,862830,863490,8628,12
8/3/2020,1,16,16,1,416675,476965,0,22
8/3/2020,1,4,6,1,514955,413204,15450,280
8/3/2020,1,6,3,1,759685,746889,0,39
8/3/2020,1,7,26,1,328200,324844,0,79
8/3/2020,1,5,14,1,592945,587425,0,15
8/3/2020,1,10,9,1,1291870,1196450,38756,167
8/3/2020,1,8,3,0,1299170,1442080,12992,120
8/3/2020,1,6,29,1,1259210,1254490,0,41
8/3/2020,1,1,35,0,387405,377385,0,378
8/3/2020,1,1,9,0,1454960,1454946,0,1
8/3/2020,1,4,3,1,237850,-113990,0,6582
8/3/2020,1,9,17,1,1332210,1329910,26640,2
8/3/2020,1,8,6,1,521080,494410,0,126
8/3/2020,1,8,1,0,77670,77110,2330,3
8/3/2020,1,5,12,0,1312200,1292057,26240,44
8/3/2020,1,4,33,0,1795920,1795870,35918,1
8/3/2020,1,6,3,0,1715000,1714756,17150,4
8/3/2020,1,22,21,1,1514845,1514835,0,1
8/3/2020,1,9,20,1,884620,803220,0,25
8/3/2020,1,1,35,1,1153985,1143945,23080,189
8/3/2020,1,17,18,1,1180750,1180750,0,560
8/3/2020,1,10,9,0,1885090,1881715,0,2
8/3/2020,1,1,9,1,1371450,1371300,0,27
8/3/2020,1,9,8,1,354985,300792,10650,97
8/3/2020,1,15,15,1,817925,804725,0,10
8/3/2020,1,9,8,0,1135280,1134530,22706,2
8/3/2020,1,7,26,0,1178395,1177115,0,4
8/3/2020,1,5,4,1,453925,417820,4540,9
8/3/2020,1,1,3,0,1732995,1732655,0,14
8/3/2020,1,7,24,1,1519650,1518400,0,1
8/3/2020,1,18,4,1,1254485,1254485,37635,12
8/3/2020,1,4,30,1,513025,186579,5130,1916
8/3/2020,1,20,20,1,337690,321670,0,4
8/3/2020,1,1,7,0,1147435,1147678,22950,2
8/3/2020,1,3,26,1,362890,355381,0,4
8/3/2020,1,8,7,1,252445,269515,0,121
8/3/2020,1,21,8,1,90750,102054,1815,18
8/3/2020,1,19,19,1,1935435,1759115,0,118
8/3/2020,1,8,7,0,357695,354115,0,23
8/3/2020,1,14,13,1,1232250,1216260,36968,39
8/3/2020,1,4,6,0,1150265,1149185,0,3
8/3/2020,20,4,3,1,66590,46563,2000,79
8/3/2020,20,4,3,0,345235,345355,0,1
8/3/2020,27,4,6,1,1062510,1062663,0,1
8/3/2020,27,4,3,1,1409175,1406045,0,7
8/3/2020,27,6,18,1,1035685,1032775,31070,3
8/3/2020,27,6,29,1,1778365,1778035,0,5
8/3/2020,34,6,18,1,692715,692007,20780,10
8/3/2020,34,6,3,1,1682035,1685825,33641,13
8/3/2020,34,6,29,1,866395,866146,17330,11
8/3/2020,13,8,3,0,108350,2457932,0,687
8/3/2020,13,4,3,0,1845885,1181977,0,4519
8/3/2020,13,8,1,0,753040,745940,0,6
8/3/2020,13,8,7,1,1016140,1015720,20320,7
8/3/2020,13,8,3,1,1127490,-4007150,0,2784
8/3/2020,13,8,7,0,920805,922501,27624,12
8/3/2020,13,4,3,1,305710,-3076820,6114,64732
8/3/2020,13,8,6,1,802670,801553,24080,2
8/3/2020,13,8,2,0,1356730,1357077,0,1
8/3/2020,7,9,21,1,11375,-775,230,6
8/3/2020,7,9,8,0,1642535,1644735,49280,4
8/3/2020,7,9,17,1,966580,956500,19332,8
8/3/2020,7,9,8,1,1735895,1450295,17359,180
8/3/2020,11,6,18,1,547465,521420,16424,2744
8/3/2020,11,6,18,0,1029750,1029290,30893,54
8/3/2020,2,6,3,0,1271035,1270905,25421,2
8/3/2020,2,8,3,1,1068845,1068145,32070,3
8/3/2020,2,6,18,1,1269065,1259755,25381,149
8/3/2020,2,5,4,1,1703320,1701090,0,4
8/3/2020,2,6,29,1,421925,421835,4219,4
8/3/2020,2,6,3,1,1339925,1339035,0,2
8/3/2020,2,4,3,1,1549600,1549320,30992,6
8/3/2020,10,6,3,1,291385,291665,5828,1
8/3/2020,10,6,18,1,1345005,1345105,0,1
8/3/2020,10,6,29,1,1767095,1766775,17671,2
8/3/2020,8,4,3,0,1287735,1287818,0,7
8/3/2020,8,4,3,1,989375,981935,9894,261
8/3/2020,38,6,18,1,1530,1490,0,7
8/3/2020,9,21,8,0,10620,7567,0,3
8/3/2020,9,3,2,1,287790,248630,5760,33
8/3/2020,9,8,6,0,1477585,1477535,0,7
8/3/2020,9,9,8,1,919625,899410,9200,10
8/3/2020,9,6,18,0,314345,314495,0,3
8/3/2020,9,8,6,1,113095,112555,0,53
8/3/2020,9,21,8,1,78265,91643,783,23
8/3/2020,9,8,33,1,259215,258581,0,11
8/3/2020,9,4,3,1,451510,370709,4520,1654
8/3/2020,9,4,6,1,1655275,1711475,0,464
8/3/2020,9,19,19,1,271750,329890,5440,80
8/3/2020,9,8,3,0,180145,180495,0,5
8/3/2020,9,4,6,0,995245,995562,29860,4
8/3/2020,9,6,18,1,1259005,1245555,37770,249
8/3/2020,9,4,3,0,660800,663961,0,79
8/3/2020,9,7,26,0,197005,196343,3940,2
8/3/2020,9,7,26,1,1477200,1433067,0,45
8/3/2020,9,8,3,1,465225,444795,0,219
8/3/2020,6,11,10,1,110275,74275,1100,50
8/3/2020,6,7,26,1,996415,960804,29890,45
8/3/2020,6,7,26,0,1753535,1754055,52606,2
8/3/2020,6,11,10,0,15635,-4845,310,9
8/3/2020,6,15,15,1,505710,475470,0,12
8/3/2020,23,6,7,1,129575,130353,2592,2
8/3/2020,23,6,29,1,1400130,1393120,0,8
8/3/2020,23,6,3,1,1608705,1608525,0,15
8/3/2020,29,6,18,1,279005,278945,0,1
8/3/2020,25,7,26,1,1766855,1732165,35340,41
8/3/2020,25,15,20,1,1520545,1518735,15205,1
8/3/2020,25,6,18,0,1429090,1428882,28582,5
8/3/2020,25,7,26,0,1111250,1109800,33340,4
8/3/2020,25,6,18,1,901265,898375,0,74
8/3/2020,39,5,12,1,1489895,1489895,0,3
8/3/2020,39,6,7,0,1643950,1646238,32880,24
8/3/2020,39,6,7,1,1157310,1157580,23150,1
8/3/2020,39,6,3,1,713015,712035,0,26
8/3/2020,39,5,12,0,246515,246415,0,4
8/3/2020,14,6,3,1,466570,452010,0,76
8/3/2020,14,4,6,1,1829050,1822338,0,213
8/3/2020,14,8,7,0,325775,317728,6516,8
8/3/2020,14,8,3,0,1127760,1119847,0,10
8/3/2020,14,9,8,0,912535,915685,18250,2
8/3/2020,14,8,3,1,895180,603192,0,92
8/3/2020,14,8,7,1,1878255,1885398,0,3
8/3/2020,14,6,3,0,955185,954675,0,10
8/3/2020,14,4,3,0,1797100,1771050,0,77
8/3/2020,14,8,1,0,969610,969269,9696,1
8/3/2020,14,6,29,1,627600,621884,6276,278
8/3/2020,14,6,18,1,1618810,1617850,0,20
8/3/2020,14,4,33,1,1145365,1135306,11450,45
8/3/2020,14,21,8,1,172190,166962,0,38
8/3/2020,14,9,8,1,1160300,1035300,11600,41
8/3/2020,14,4,3,1,440400,112306,0,1927
8/3/2020,14,4,33,0,318200,318300,0,1
8/3/2020,14,21,8,0,1569840,1571658,31400,2
8/3/2020,4,4,3,0,1868565,1868435,0,2
8/3/2020,4,4,3,1,306440,306800,0,7
8/3/2020,4,7,26,1,1993005,1989245,0,4
8/3/2020,4,10,9,1,1185860,1187760,0,2
8/3/2020,4,8,3,1,1929820,1929660,57890,1
8/3/2020,4,9,8,1,851600,851725,0,3
8/3/2020,4,1,3,1,341045,340950,0,2
8/3/2020,17,3,2,1,1346720,1344930,13470,2
8/3/2020,17,8,7,0,37455,50571,0,1
8/3/2020,17,8,7,1,1561325,1556925,46840,1
8/3/2020,17,8,6,1,1602175,1602285,0,1
8/3/2020,17,1,3,1,1848730,1847970,55460,10
8/3/2020,17,8,1,0,1088705,1095225,0,2
8/3/2020,17,10,9,1,928595,909831,27860,6
8/3/2020,17,1,3,0,201390,201520,2010,6
8/3/2020,17,8,3,1,643145,620317,6431,21
8/3/2020,17,7,26,1,486540,485690,4865,1
8/3/2020,17,4,3,0,1793945,1794304,0,19
8/3/2020,17,4,6,1,335160,335550,0,11
8/3/2020,17,4,3,1,1249370,1218962,37480,66
8/3/2020,28,4,33,0,982740,982730,0,1
8/3/2020,28,4,3,0,228965,193605,4580,39
8/3/2020,28,4,6,1,172475,171175,0,15
